Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,JPM,V,UNH,JNJ,XOM,COST,HD,PG,KO,PEP,DIS,NFLX,TSLA,AMD,SPY
2025-06-26,93.8141,91.5928,108.3002,93.7352,87.5392,96.4725,95.8149,118.7683,88.1105,96.6498,98.0059,83.4952,76.5222,70.8851,94.8635,105.506,121.3315,87.7125,120.4797,99.114,100.4177
2025-06-27,95.476,91.7637,108.1476,93.9643,88.3739,96.5083,95.5212,116.8516,87.6758,98.109,99.4257,83.7199,76.9615,70.2482,94.7551,105.6972,122.9723,89.3289,122.8747,99.1269,101.3872
2025-06-30,94.1236,92.1519,109.2295,92.8339,89.9772,96.3722,94.6742,115.7427,85.7944,96.8381,99.2226,83.7219,76.961,69.486,94.2245,106.4345,122.4014,89.7143,122.1197,99.0598,101.7245
2025-07-01,93.4038,92.2107,106.6481,93.6247,89.4832,97.7867,95.7302,117.5675,85.6179,97.2298,96.7131,84.0056,76.9976,68.7634,93.5156,109.2633,121.111,90.6942,122.5472,98.3766,100.0894
2025-07-02,92.371,92.2108,105.0017,94.3722,89.0282,94.7,95.77,118.7589,84.0307,96.1671,97.4322,83.3043,77.8905,70.4345,94.042,109.6275,122.263,90.3606,126.1168,97.8474,99.7158
2025-07-03,91.9399,91.4158,103.1506,94.8092,89.3644,95.151,95.4455,120.8976,85.0118,95.3948,98.0837,83.215,76.0864,70.4822,94.2625,110.2675,120.6587,89.7108,124.5267,99.6002,98.827
2025-07-04,90.4336,91.7637,100.3021,95.4445,89.1012,96.9507,95.324,120.5041,86.5733,97.1011,98.4485,81.6344,74.3054,70.69,94.9771,108.8508,120.314,91.5671,121.7228,99.4706,99.8637
2025-07-07,91.1255,91.6566,99.4891,95.7846,90.125,95.6475,95.5795,118.8494,85.7493,96.471,99.6149,81.7669,74.5499,69.1991,95.1275,107.1827,120.1484,91.805,123.6166,98.537,101.2857
2025-07-08,90.8828,93.988,100.3878,98.1526,87.7223,95.2126,96.2896,118.507,86.0606,97.0076,98.2321,82.2097,74.5436,68.6581,96.0668,109.238,122.4671,92.696,122.3962,97.9284,102.5778
2025-07-09,89.2928,95.7794,100.0452,98.05,86.8564,94.3562,95.1414,118.6522,85.3147,94.8536,100.6288,81.9856,74.696,68.8358,96.1759,108.0342,121.947,92.8337,122.3658,99.2301,101.6524
2025-07-10,88.2112,96.2239,100.283,97.6894,86.0447,93.349,93.9596,118.7647,84.6737,96.9972,99.4769,80.412,74.2829,67.9946,97.0858,106.6892,118.4292,92.1826,121.5085,100.0378,98.3649
2025-07-11,88.5437,95.3468,101.6023,96.81,83.6819,92.9842,95.2134,120.3914,85.4644,97.7012,100.3753,81.3716,74.8774,68.7396,98.1056,106.6392,119.1483,92.1948,121.9001,100.7128,96.3012
2025-07-14,89.4387,94.0825,103.234,95.6182,82.7198,94.5907,94.7435,119.8706,85.4248,97.4875,98.3633,81.7283,75.7202,67.7547,97.1631,106.5238,118.153,93.7972,120.5175,100.402,97.9581
2025-07-15,91.6076,95.4369,103.1484,94.2009,81.8164,96.6995,93.1463,120.3781,87.2269,98.1631,97.2714,81.0193,76.1612,67.5222,95.0775,105.3764,118.2135,94.4243,120.2576,101.0952,97.4876
2025-07-16,94.8675,95.7383,104.8375,93.2015,81.6192,96.3105,93.6437,118.9584,86.7236,96.5164,99.0576,80.747,75.9232,67.049,96.855,104.9914,118.0905,92.5048,120.9085,100.3175,96.6133
